name,line
Leonardo DiCaprio," You know, actually, I think I'm gonna be okay. Kate Winslet: Oh, Jack. Now we can get married and everything you promised. Leonardo DiCaprio: Yeah, about that. Uh, I was pretty sure I was gonna die...'cause actually, there's this girl in New York, and it's getting kind of serious. But, you know,thanks for letting me draw you naked. I still can't believe you let me do that! "
Peter," So what, you're saying the only way to make the world right is for me to kill someone? "
Stewie, I know! Why don't you kill Lois? 
Death," No. One death isn't gonna do it. You have to do something that will get everyone's attention, something huge. "
Chris, How about if you blow up the Earth? 
Death, Too huge. But you're thinking. I like that. 
Meg, You could kill all the girls who are prettier than me. 
Death," Well, that would just leave England. Wait. Wait, I have it. I'm a genius. You'll kill the kids from Dawson's Creek! "
Peter," I knew it! I knew it! As soon as that show came on the air, I said: ""I'm gonna be the one who has to kill these kids."" "
Lois, It's true. He did say it. 
Death," A bunch of hot, young celebrities. It's perfect! The kids are on their way to LA to renegotiate their contracts. But...but their plane is gonna be making a little stopover in Rhode Island. If you go right now, you can catch the flight. "
Peter," Forget it, Death. I'm not going to do your dirty work. There's no way I'm getting on that plane. Absolutely no way, and that's final. See? I'm still here. And there's nothing you can say that'll change my mind. Death: Either you kill them, or I kill you. [Peter on plane] "
Peter," Aw, crap! Nice plant. Note to self, do not go to the bathroom. "
Man," Look, James, your last movie killed at the box office. Your Q-rating's through the roof. It's time we ditched the WB and concentrate on features. "
James Van Der Beek," Sir, I don't know who you are, but just because you're sitting across from me doesn't mean you can give me career advice. "
Man, Oh. Will you sign my ass? 
James Van Der Beek, You have a pen? 
Peter," Hello, Death? Guess where I'm calling from? A plane! "
Death," That's great. Listen, those kids on board? "
Peter," Yeah. About that, I don't think I can go through with it."
 Death," Peter, listen, without death, the world would be a terrible place. Imagine a world where Hitler was still alive. "
Announcer," Today on ""Hitler!"", we'll be talking with Hollywood hunk, Christian Slater."
 Hitler," Now, they tell me in your next movie, we get to see your butt. [Girls cheering] "
Christian Slater," Yes, yes, you do. "
Hitler, Can we see it right now? 
Christian Slater," Well, all right, Hitler. "
Hitler, Oh! He's going to do it! 
Announcer," If you're going to be in the Los Angeles area, und would like tickets to Hitler call 213-du werdest eine Krankenschwester brauchen! Death: Look, Peter, all you gotta do is sit there. The plane is gonna crash in LA. Pilot error. Big mess. Everybody dies. "
Peter," Jeez, everybody? "
Death," Except you. Hold on, I'm getting another call. Brenda? "
Peter, Still me. 
Death, Brenda? 
Peter," ""Yes?"" Just kidding, it's still me. "
Pilot," We now begin our final approach into Los Angeles International. If you look out the window to you're right, you'll see the San Fernando Valley where my brother Gary makes a very nice living directing porn. We'll be on the ground in 10 minutes. "
Peter," Aw, jeez. "
Girl Scouts," ? We like being alive, we like being alive? ?We like being, oh, we like being, oh, we like being alive ? "
Peter," I guess it's their time. [the theme from Dawson's Creek (""I Don't Want To Wait"" by Paula Cole) playing] "
Pacey," Boy, for a teacher, you sure make love good. "
Teacher," Actually, it's ""well,"" Pacey. You mean to say, I make love ""well."" You're good to go again, right? "
Pacey," Yeah, yeah, yeah! "
Death," Peter? Hello, Peter? Peter, are you there? I can hear you breathing! "
Peter," Yeah, I'm here. And you can forget it. I've changed my mind. I don't care if you do kill me, I'm not gonna kill those kids. If they die, I'll have nothing to watch on Wednesdays...other than the fine programs on Fox. Hey, open up in there! "
Pilot," Hey, what are you doing? You're not a pilot. I know every pilot in the world! Peter: I'm here to keep you from making an error. A pilot error. Jeez, I probably should've worn mittens! "
James Van Der Beek," Nice going, fat... "
Peter," Hey, I was just trying to save your lives. But now you're all gonna die. No one can land this plane. "
Karen Black, I can. 
Peter," Thank God! It's Karen Black! She landed a busted plane in ""Airport '75""? It was a movie, in the '70s. Ah, you damn kids with your music. Tom Tucker: Both of the pilots were killed. Fortunately for the other passengers, actress Karen Black, star of such films as ""Nashville"" and ""Five Easy Pieces,"" was on board. "
Diane Simmons," Our hats are off to Miss Black for proving once again, that, given the opportunity, actresses over 50 can land large aircraft. Tom Tucker: Karen Black. What an obscure reference. "
Death," Hey, what the hell? I told you to waste those kids from ""Dawson's Creek."" "
Lois," You're missing the important thing here. You said you wanted everyone to know the rules of death apply. And now the whole world does. Death: Yeah, I guess so. You know, my ankle's starting to feel better. I should probably get out of your hair. "
Stewie," Oh, but you just got here! Oh, we can stay in touch, can't we? Oh, oh, oh, what's your e-mail? Mine is ""LoisMustDie,"" all one word, @yahoo.com."" "
Peter," Wait a second. Death? I used to fear you, but now I'm glad we met. Because you've given me a great gift-the complete Boz Scaggs. How did you know? "
Death, I just had a feeling. 
Lois," We're gonna miss you, Death. "
Death," Hey, don't worry. I'll be back...really, really soon. [Laughing] ""Is he joking?"" Okay, see you later. [closing theme music"
Tom Tucker," It was a moving scene today at Hatch Pond as six members of the Pawtucket fire department struggled valiantly to save the life of a fish, trapped under the frozen ice. Rescue workers managed to get the fish out of the water, but unfortunately it died shortly after. Diane? Diane Simmons: Well, Tom, another life was tragically cut short today. Robert Kimble, founder of a local theater group known as the Quahog Players, passed away this afternoon. "
Lois," Oh, my God! [Phone ringing] "
Diane Simmons," Kimble was a hands-on director who often appeared in his own shows, most recently, Miss Saigon. "
Robert Kimble," ?La la la la la, Miss Saigon ? ? La la la la la, Miss Saigon? "
Lois," Yes, I just heard. It's so sad. Really? They want me to be the new artistic director of the Quahog Players! "
Chris," All right, Mom! "
Meg, Are you gonna do it? 
Lois," I don't know. It's such a big responsibility. I need a moment to think. [pause] Okay, I'll do it. "
Tom Tucker, This just in: Lois Griffin is named the new artistic director of the Quahog Players. 
Lois, All those years of paying my dues as musical director under that old hack have finally paid off. 
Brian," Oh, Lois, congratulations! Our little theater group finally has a committed visionary at its helm. And such an attractive one. "
Lois," Brian, you'll have to audition just like everyone else. "
Brian," Oh, God, of course. I...you didn't think...you thought I was...Lois! "
Chris, I can paint scenery. 
Meg," Can I be in the show, Mom? "
Stewie," Yes, you can be the dumpy teenager who stays backstage and cries because nobody finds her attractive. [vicious laughing] "
Peter," Hey, you guys. "
Lois," Peter, guess what? I am gonna... "
Peter, Me first! Mr. Weed said whoever comes up with the best idea for the big Christmas toy this year gets a huge bonus. 
Chris," Hey, Dad, why don't you invent the Frisbee? That's an awesome toy. Meg: It's already been invented. "
Chris, Then how come I never heard of it? 
Peter," This is my chance to prove how valuable I am to the company! Sorry, Lois. What's your news?"
 Lois," Well, I- "
Peter," Mr. Weed, distinguished members of the board, may I present this year's hottest toy...Mr. Zucchini Head. He's got stupid cool hip-hop style with his little hat and his Doc Martens. "
 Weed," Thank you, Peter, that's enough. "
Peter," Wait, wait, wait. This is the best part! He dances! "
 Weed," Gentlemen, I apologize for wasting your time. Peter is an adequate assembly-line worker but you'll be happy to know our company does not pay him to think. [Laughing]"
 Peter, [Nervous laughter] 
 Weed, I'll take this. No calls. 
Lois," Come on, kids! The director can't be late for the auditions. "
Peter," You should've heard them laughing at me, Lois. I got great ideas, but they look at me, and all they see is a loser. Except that guy with the lazy eye. He sees a loser and the snack machine. "
Lois," Peter, a lot of creative people had mindless jobs. Michelangelo worked in a marble quarry. Herman Melville was a customs agent. Albert Einstein worked for the patent office. "
Albert Einstein," And what is it you want to patent, Herr Smith? "
Smith," I call it ""Smith's Theory of Relativity."" "
Albert Einstein," Hey, look at this. "
Smith," What? Brian: I think what Lois is tying to say is you have to find a way to express yourself creatively. For example, Chris has his drawing, Meg does her birdcalls, I sing-beautifully. "
Lois, So I've heard. 
Brian, And Lois has her theater group. 
Lois," Yes. And for my first production, I've chosen The King and I. It's a wonderful story about a loving, patient woman who introduces culture and civility to a barbaric, patriarchal...Peter, please don't wipe your nose on the couch. Look, I have to go. Part of being creative is figuring out what you're good at. I know you can do it if you put your mind to it. Peter: You're right, Lois. Man was meant to create. That's why God invented Shrinky Dinks. "
God," It works! Look how tiny they are! Oof! [Sweeping instrumental music] Brian: ?Oh, no not in springtime ? ? summer, winter, or fall ? ? No, never would I leave you ? ?at all ? "
Joe, Bravo! 
Lois," Brian, that was beautiful! Thank you! "
Brian," No, no, no, thank you. And that note you gave me, ""louder,"" I was thinking that, and then you said it- "
Lois, -okay- 
Brian, -you're so intuitive. It's a pleasure... 
Lois," Okay. All right. Next! Stewie, do you want to try out for Mommy's play? "
Stewie," ""Now is the winter of our discontent made glorious summer by this sun of York. And all..."" "
Lois," Why don't you sing ""Itsy Bitsy Spider""? "
Stewie, How dare you reduce my finely hewn thespian stylings to mere Mother Gooseries! 
Lois," Oh, sing ""Baa Baa Black Sheep""! "
Stewie," You know, Mother, as first lady of the American stage, Helen Hayes, once said: ""I'm going to kill "
Peter," Hey, can somebody give me a hand with all this talent? "
Lois," Peter, what are you doing here? "
Peter," Well, Lois, I tried finding my creativity, like you said. First I took an art class. [Peter in art class, with male nude model] "
Peter, Am I supposed to draw the penis? [back with Lois] 
Peter," Then I tried sculpting. [Peter in sculpture class, with male nude model]"
 Peter, Am I supposed to sculpt the penis? [back with Lois] 
Peter, Then I tried music. [Peter conducting musicians]
 Peter, Am I supposed to conduct with my penis? [back with Lois]
 Peter," I was starting to think there was nothing I'd be good at. But then I realized that this is it. Lois, my penis belongs on stage."
 Lois," Wait, Peter, everyone has to audition. You know, sing, dance. Peter: [Laughs] I get it. [Peter gets on stage] "
